,Run #,Fold #,Class,Accuracy,Precision,Recall,F1 Score
7,5,4,Exploit,0.8795109,0.78036517,0.8795109,0.826977
8,5,4,Infection,0.5022368,0.9762319,0.5022368,0.66325325
0,5,5,Botnet,0.3501342,0.52835286,0.3501342,0.4211659
1,5,5,DoS,0.688637,0.52548933,0.688637,0.5961017
2,5,5,MITM,0.95676804,0.6502533,0.95676804,0.7742791
3,5,5,Normal,0.39755443,0.89104277,0.39755443,0.5498041
4,5,5,Scanner,0.88491356,0.8494562,0.88491356,0.8668225
5,5,5,Brute force,0.39397556,0.94357145,0.39397556,0.55585945
6,5,5,Generic,0.98926336,0.5150621,0.98926336,0.67742264
7,5,5,Exploit,0.8673226,0.77594024,0.8673226,0.8190905
8,5,5,Infection,0.57351625,0.9380488,0.57351625,0.7118268
